cve_id,base_severity,base_score,exploitability_score,impact_score,epss_score,epss_perc,cisa_kev,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality_impact,integrity_impact,availability_impact,published_date
CVE-2024-9304,MEDIUM,6.4,3.1,2.7,0.00055,0.17025,False,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2024-10-01T08:15Z
CVE-2024-9305,CRITICAL,9.8,3.9,5.9,0.00187,0.40762,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-16T02:15Z
CVE-2024-9306,MEDIUM,4.8,1.7,2.7,0.00094,0.27127,False,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-04T07:15Z
CVE-2024-9307,HIGH,8.8,2.8,5.9,0.02858,0.85699,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-11-06T07:15Z
CVE-2024-9311,MEDIUM,6.1,2.8,2.7,0.00019,0.03048,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2025-03-20T10:15Z
CVE-2024-9315,HIGH,8.8,2.8,5.9,0.00125,0.32481,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-09-28T19:15Z
CVE-2024-9316,HIGH,7.5,3.9,3.6,0.00098,0.28013,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2024-09-28T20:15Z
CVE-2024-9317,HIGH,8.8,2.8,5.9,0.00125,0.32481,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-09-28T21:15Z
CVE-2024-9318,CRITICAL,9.8,3.9,5.9,0.00136,0.34126,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-09-28T23:15Z
CVE-2024-9319,HIGH,8.8,2.8,5.9,0.00125,0.32481,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-09-29T00:15Z
CVE-2024-9320,MEDIUM,5.4,2.3,2.7,0.00114,0.30709,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-09-29T00:15Z
CVE-2024-9321,MEDIUM,5.3,3.9,1.4,0.00142,0.34998,False,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,2024-09-29T01:15Z
CVE-2024-9322,CRITICAL,9.8,3.9,5.9,0.00125,0.3253,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-09-29T03:15Z
CVE-2024-9323,MEDIUM,5.4,2.3,2.7,0.00114,0.30709,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-09-29T07:15Z
CVE-2024-9324,HIGH,8.8,2.8,5.9,0.00408,0.60364,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-09-29T07:15Z
CVE-2024-9325,HIGH,7.8,1.8,5.9,0.00059,0.18197,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-09-29T08:15Z
CVE-2024-9326,CRITICAL,9.8,3.9,5.9,0.11624,0.9338,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-09-29T08:15Z
CVE-2024-9327,CRITICAL,9.8,3.9,5.9,0.00125,0.32481,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-09-29T11:15Z
CVE-2024-9328,CRITICAL,9.8,3.9,5.9,0.00041,0.11209,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-09-29T23:15Z
CVE-2024-9329,MEDIUM,6.1,2.8,2.7,0.00045,0.12717,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-09-30T08:15Z
CVE-2024-9334,HIGH,8.2,3.9,4.2,0.00132,0.33499,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,LOW,NONE,2025-02-27T14:15Z
CVE-2024-9341,HIGH,8.2,2.8,4.7,0.00457,0.62975,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,HIGH,LOW,NONE,2024-10-01T19:15Z
CVE-2024-9342,CRITICAL,9.8,3.9,5.9,0.00064,0.20074,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-07-16T11:15Z
CVE-2024-9343,MEDIUM,6.1,2.8,2.7,0.00029,0.06366,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2025-07-16T11:15Z
CVE-2024-9344,MEDIUM,6.1,2.8,2.7,0.00843,0.73795,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-02T09:15Z
CVE-2024-9345,MEDIUM,6.1,2.8,2.7,0.00843,0.73795,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-04T05:15Z
CVE-2024-9346,MEDIUM,6.1,2.8,2.7,0.00843,0.73795,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-11T13:15Z
CVE-2024-9347,MEDIUM,6.1,2.8,2.7,0.00843,0.73795,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-17T04:15Z
CVE-2024-9349,MEDIUM,6.1,2.8,2.7,0.0117,0.77771,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-04T05:15Z
CVE-2024-9350,MEDIUM,6.1,2.8,2.7,0.00609,0.6872,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-18T05:15Z
CVE-2024-9351,MEDIUM,4.3,2.8,1.4,0.00038,0.09838,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-10-17T06:15Z
CVE-2024-9352,MEDIUM,4.3,2.8,1.4,0.00038,0.09838,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,NONE,2024-10-17T06:15Z
CVE-2024-9353,MEDIUM,6.1,2.8,2.7,0.00843,0.73795,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-04T05:15Z
CVE-2024-9354,MEDIUM,6.1,2.8,2.7,0.00182,0.40185,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2025-01-07T07:15Z
CVE-2024-9356,MEDIUM,6.1,2.8,2.7,0.00307,0.5335,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-11-15T06:15Z
CVE-2024-9357,MEDIUM,6.1,2.8,2.7,0.00426,0.61385,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-11-12T06:15Z
CVE-2024-9358,MEDIUM,5.9,2.2,3.6,0.00308,0.53416,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2024-10-01T02:15Z
CVE-2024-9359,CRITICAL,9.8,3.9,5.9,0.00039,0.10442,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-01T02:15Z
CVE-2024-9360,CRITICAL,9.8,3.9,5.9,0.00037,0.0935,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-01T03:15Z
CVE-2024-9361,MEDIUM,4.3,2.8,1.4,0.00085,0.25525,False,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,2024-10-18T05:15Z
CVE-2024-9364,MEDIUM,4.3,2.8,1.4,0.00101,0.28472,False,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,2024-10-18T05:15Z
CVE-2024-9366,MEDIUM,5.4,2.3,2.7,0.00042,0.11408,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-18T05:15Z
CVE-2024-9368,MEDIUM,5.4,2.3,2.7,0.00042,0.11408,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-04T05:15Z
CVE-2024-9369,CRITICAL,9.6,2.8,6.0,0.00273,0.50434,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,HIGH,HIGH,HIGH,2024-11-27T18:15Z
CVE-2024-9371,MEDIUM,6.1,2.8,2.7,0.00398,0.59738,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-11-21T11:15Z
CVE-2024-9372,MEDIUM,5.4,2.3,2.7,0.00042,0.11408,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-04T05:15Z
CVE-2024-9373,MEDIUM,5.4,2.3,2.7,0.00042,0.11408,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-18T05:15Z
CVE-2024-9374,MEDIUM,6.1,2.8,2.7,0.00382,0.5874,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-24T05:15Z
CVE-2024-9375,MEDIUM,6.1,2.8,2.7,0.00609,0.6872,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-04T05:15Z
CVE-2024-9376,MEDIUM,6.4,3.1,2.7,0.00066,0.20491,False,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2024-10-29T10:15Z
CVE-2024-9377,MEDIUM,6.1,2.8,2.7,0.00203,0.42641,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-10T02:15Z
CVE-2024-9379,HIGH,7.2,1.2,5.9,0.83794,0.99247,True,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-08T17:15Z
CVE-2024-9380,HIGH,7.2,1.2,5.9,0.86057,0.99348,True,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-08T17:15Z
CVE-2024-9381,HIGH,7.2,1.2,5.9,0.09793,0.9264,False,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-08T17:15Z
CVE-2024-9382,MEDIUM,6.1,2.8,2.7,0.00609,0.6872,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-18T05:15Z
CVE-2024-9383,MEDIUM,6.1,2.8,2.7,0.00609,0.6872,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-18T05:15Z
CVE-2024-9384,MEDIUM,6.1,2.8,2.7,0.00843,0.73795,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-04T05:15Z
CVE-2024-9385,MEDIUM,6.1,2.8,2.7,0.00843,0.73795,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-05T02:15Z
CVE-2024-9386,MEDIUM,6.4,3.1,2.7,0.00044,0.12319,False,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2024-11-16T04:15Z
CVE-2024-9388,MEDIUM,5.4,2.3,2.7,0.00049,0.14615,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-30T11:15Z
CVE-2024-9393,HIGH,7.5,3.9,3.6,0.0014,0.34689,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2024-10-01T16:15Z
CVE-2024-9394,HIGH,7.5,3.9,3.6,0.00192,0.41342,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2024-10-01T16:15Z
CVE-2024-9397,MEDIUM,6.1,2.8,2.7,0.00194,0.41579,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-01T16:15Z
CVE-2024-9398,MEDIUM,5.3,3.9,1.4,0.01042,0.76504,False,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,2024-10-01T16:15Z
CVE-2024-9399,HIGH,7.5,3.9,3.6,0.0086,0.74082,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2024-10-01T16:15Z
CVE-2024-9408,CRITICAL,9.8,3.9,5.9,0.00055,0.16966,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-07-16T12:15Z
CVE-2024-9409,HIGH,7.5,3.9,3.6,0.00234,0.46103,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2024-11-13T05:15Z
CVE-2024-9410,MEDIUM,5.3,3.9,1.4,0.00129,0.33149,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE,2024-10-04T14:15Z
CVE-2024-9416,MEDIUM,6.4,3.1,2.7,0.00052,0.15935,False,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2025-04-03T13:15Z
CVE-2024-9417,MEDIUM,6.1,2.8,2.7,0.00165,0.38085,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-05T10:15Z
CVE-2024-9418,MEDIUM,6.5,2.8,3.6,0.00031,0.06873,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2025-03-20T10:15Z
CVE-2024-9420,HIGH,8.8,2.8,5.9,0.28009,0.96279,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-11-12T16:15Z
CVE-2024-9421,MEDIUM,5.4,2.3,2.7,0.00079,0.24129,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-04T05:15Z
CVE-2024-9425,MEDIUM,5.4,2.3,2.7,0.00089,0.26211,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-18T10:15Z
CVE-2024-9429,CRITICAL,9.8,3.9,5.9,0.00039,0.10168,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-02T13:15Z
CVE-2024-9431,HIGH,8.8,2.8,5.9,0.00032,0.07099,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2025-03-20T10:15Z
CVE-2024-9434,MEDIUM,6.1,2.8,2.7,0.00059,0.18483,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-31T07:15Z
CVE-2024-9435,MEDIUM,6.1,2.8,2.7,0.00843,0.73795,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-04T07:15Z
CVE-2024-9436,MEDIUM,6.1,2.8,2.7,0.00882,0.74408,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-11T13:15Z
CVE-2024-9438,MEDIUM,6.1,2.8,2.7,0.0053,0.66221,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-29T09:15Z
CVE-2024-9440,MEDIUM,6.1,2.8,2.7,0.00114,0.30728,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-02T19:15Z
CVE-2024-9442,MEDIUM,5.4,2.3,2.7,0.00028,0.06149,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-11-21T11:15Z
CVE-2024-9443,MEDIUM,5.4,2.3,2.7,0.00035,0.08391,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-11-05T09:15Z
CVE-2024-9444,MEDIUM,5.4,2.3,2.7,0.00058,0.17879,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-16T10:15Z
CVE-2024-9445,MEDIUM,5.4,2.3,2.7,0.00079,0.24129,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-04T05:15Z
CVE-2024-9446,MEDIUM,6.4,3.1,2.7,0.0009,0.26466,False,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2024-10-31T07:15Z
CVE-2024-9449,MEDIUM,6.4,3.1,2.7,0.00124,0.32318,False,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2024-10-09T07:15Z
CVE-2024-9451,MEDIUM,6.4,3.1,2.7,0.00039,0.10051,False,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2024-10-09T08:15Z
CVE-2024-9452,MEDIUM,5.4,2.3,2.7,0.00017,0.02351,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-18T05:15Z
CVE-2024-9453,MEDIUM,6.5,2.8,3.6,0.00037,0.09674,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2025-07-04T09:15Z
CVE-2024-9454,MEDIUM,6.4,3.1,2.7,0.00047,0.13775,False,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2024-10-26T03:15Z
CVE-2024-9455,MEDIUM,6.4,3.1,2.7,0.00022,0.0397,False,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2024-10-05T02:15Z
CVE-2024-9457,MEDIUM,5.4,2.3,2.7,0.00017,0.02351,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-10T02:15Z
CVE-2024-9459,HIGH,8.8,2.8,5.9,0.01043,0.76526,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-11-05T06:15Z
CVE-2024-9460,CRITICAL,9.8,3.9,5.9,0.00039,0.10428,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-03T15:15Z
CVE-2024-9462,MEDIUM,4.8,1.7,2.7,0.00104,0.28944,False,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-26T03:15Z
CVE-2024-9463,HIGH,7.5,3.9,3.6,0.94245,0.99921,True,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2024-10-09T17:15Z
CVE-2024-9464,MEDIUM,6.5,2.8,3.6,0.83048,0.9921,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2024-10-09T17:15Z
CVE-2024-9465,CRITICAL,9.1,3.9,5.2,0.94244,0.99921,True,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,2024-10-09T17:15Z
CVE-2024-9466,MEDIUM,6.5,2.8,3.6,0.09128,0.92324,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2024-10-09T17:15Z
CVE-2024-9467,MEDIUM,6.1,2.8,2.7,0.00552,0.66975,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-09T17:15Z
CVE-2024-9469,MEDIUM,5.5,1.8,3.6,0.00012,0.01177,False,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2024-10-09T17:15Z
CVE-2024-9471,MEDIUM,4.7,1.2,3.4,0.00212,0.4377,False,NETWORK,LOW,HIGH,NONE,UNCHANGED,LOW,LOW,LOW,2024-10-09T17:15Z
CVE-2024-9473,HIGH,7.8,1.8,5.9,0.00048,0.14001,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-09T17:15Z
CVE-2024-9474,HIGH,7.2,1.2,5.9,0.94174,0.99909,True,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-11-18T16:15Z
CVE-2024-9475,HIGH,7.2,1.2,5.9,0.00207,0.43127,False,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-26T03:15Z
CVE-2024-9477,MEDIUM,6.1,2.8,2.7,0.00046,0.13384,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-11-13T15:15Z
CVE-2024-9481,MEDIUM,5.5,1.8,3.6,0.00031,0.06836,False,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2024-10-04T13:15Z
CVE-2024-9482,MEDIUM,5.5,1.8,3.6,0.00031,0.06836,False,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2024-10-04T13:15Z
CVE-2024-9483,MEDIUM,5.5,1.8,3.6,0.00031,0.06836,False,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2024-10-04T13:15Z
CVE-2024-9484,MEDIUM,5.5,1.8,3.6,0.00031,0.06836,False,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2024-10-04T13:15Z
CVE-2024-9486,CRITICAL,9.8,3.9,5.9,0.00583,0.67946,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-15T21:15Z
CVE-2024-9487,CRITICAL,9.1,3.9,5.2,0.3891,0.97151,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,2024-10-10T22:15Z
CVE-2024-9488,CRITICAL,9.8,3.9,5.9,0.01691,0.81455,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-25T06:15Z
CVE-2024-9489,HIGH,7.8,1.8,5.9,0.00079,0.24012,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2024-10-29T22:15Z
CVE-2024-9500,HIGH,7.8,1.8,5.9,0.00024,0.04726,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2024-11-15T22:15Z
CVE-2024-9501,CRITICAL,9.8,3.9,5.9,0.00521,0.65861,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-26T13:15Z
CVE-2024-9502,MEDIUM,5.4,2.3,2.7,0.00045,0.12629,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2025-01-07T07:15Z
CVE-2024-9503,MEDIUM,4.3,2.8,1.4,0.00045,0.12953,False,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,2024-12-20T07:15Z
CVE-2024-9505,MEDIUM,5.4,2.3,2.7,0.00076,0.23179,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-29T14:15Z
CVE-2024-9512,MEDIUM,5.9,2.2,3.6,0.00011,0.00845,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2025-06-12T14:15Z
CVE-2024-9513,LOW,3.7,2.2,1.4,0.15812,0.94457,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,NONE,NONE,2024-10-04T13:15Z
CVE-2024-9514,HIGH,8.8,2.8,5.9,0.00222,0.4473,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-04T14:15Z
CVE-2024-9515,HIGH,8.8,2.8,5.9,0.00199,0.42152,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-04T14:15Z
CVE-2024-9520,MEDIUM,5.4,2.8,2.5,0.00127,0.32831,False,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,LOW,2024-10-10T03:15Z
CVE-2024-9521,MEDIUM,6.4,3.1,2.7,0.00073,0.22658,False,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2024-10-16T02:15Z
CVE-2024-9522,HIGH,8.8,2.8,5.9,0.00406,0.60224,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-10T02:15Z
CVE-2024-9526,MEDIUM,5.4,2.3,2.7,0.00054,0.16495,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-11-18T14:15Z
CVE-2024-9528,MEDIUM,4.8,1.7,2.7,0.00079,0.24078,False,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-05T03:15Z
CVE-2024-9530,MEDIUM,4.3,2.8,1.4,0.00139,0.34493,False,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,2024-10-23T08:15Z
CVE-2024-9531,MEDIUM,4.3,2.8,1.4,0.00086,0.2565,False,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,NONE,2024-10-24T08:15Z
CVE-2024-9532,HIGH,8.8,2.8,5.9,0.00212,0.43795,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-05T08:15Z
CVE-2024-9533,HIGH,8.8,2.8,5.9,0.001,0.28293,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-05T13:15Z
CVE-2024-9534,HIGH,8.8,2.8,5.9,0.001,0.28293,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-05T14:15Z
CVE-2024-9535,HIGH,8.8,2.8,5.9,0.00082,0.2472,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-05T14:15Z
CVE-2024-9536,CRITICAL,9.8,3.9,5.9,0.00046,0.13293,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-05T16:15Z
CVE-2024-9537,CRITICAL,9.8,3.9,5.9,0.33243,0.96753,True,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-18T15:15Z
CVE-2024-9538,MEDIUM,4.3,2.8,1.4,0.00139,0.34493,False,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,2024-10-11T13:15Z
CVE-2024-9539,MEDIUM,4.3,2.8,1.4,0.00095,0.27319,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,LOW,NONE,NONE,2024-10-11T18:15Z
CVE-2024-9540,MEDIUM,4.3,2.8,1.4,0.00139,0.34493,False,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,2024-10-16T08:15Z
CVE-2024-9541,MEDIUM,4.3,2.8,1.4,0.00139,0.34493,False,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,2024-10-22T08:15Z
CVE-2024-9542,MEDIUM,4.3,2.8,1.4,0.00095,0.27302,False,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,2024-11-21T11:15Z
CVE-2024-9543,MEDIUM,6.4,3.1,2.7,0.00133,0.33652,False,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2024-10-11T13:15Z
CVE-2024-9544,MEDIUM,6.4,3.1,2.7,0.00041,0.10996,False,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2025-05-22T10:15Z
CVE-2024-9545,MEDIUM,5.4,2.3,2.7,0.00038,0.09954,False,NETWORK,LOW,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2024-12-21T09:15Z
CVE-2024-9548,MEDIUM,6.1,2.8,2.7,0.01461,0.80043,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2024-10-15T00:15Z
CVE-2024-9549,HIGH,8.8,2.8,5.9,0.001,0.28293,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-06T04:15Z
CVE-2024-9550,HIGH,8.8,2.8,5.9,0.001,0.28293,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-06T09:15Z
CVE-2024-9551,HIGH,8.8,2.8,5.9,0.00803,0.73104,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-10-06T10:15Z
